Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Halococcus sediminicola		strain: CBA1101	1264579	ASM75524v1	GCF_000755245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	275599	3764367	2014-09-11	3872	PRJDB3111	SAMD00019895
Natrinema salifodinae		strain: KCY07-B2	1202768	ASM78433v1	GCF_000784335.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	113900	4350898	2014-11-17	4253	PRJNA261874	SAMN03077632
Haloarcula salaria		strain: H5-DGR	575195	ASM81538v1	GCF_000815385.1	RefSeq		Contig	71772	4091500	2015-01-06		PRJNA271197	SAMN03273288
Haloarcula sp. CBA1115		strain: CBA1115	1592728	ASM82783v1	GCF_000827835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3423144	4225046	2015-01-23	4263	PRJNA271840	SAMN03278120
Halanaeroarchaeum sulfurireducens		strain: HSR2	1604004	ASM101111v1	GCF_001011115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2085482	2209738	2015-05-21	2283	PRJNA253523	SAMN02899090
Haloferax gibbonsii		strain: ARA6	35746	ASM119096v1	GCF_001190965.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2945391	3918454	2015-08-03	3930	PRJNA285662	SAMN03755233
Halorubrum sp. SD626R		strain: SD626R	1419722	Halorubrum SD626R	GCF_001261915.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	45217	3248714	2015-07-30	3347	PRJEB9482	SAMEA3432861
Haloarcula rubripromontorii		strain: SL3	1705562	ASM128042v1	GCF_001280425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	601911	3970989	2015-09-09	4062	PRJNA293564	SAMN04007144
Halorubrum tropicale		strain: 5	1765655	ASM128045v1	GCF_001280455.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	515815	3567018	2015-09-09	3693	PRJNA293638	SAMN04009067
Halolamina sediminis		strain: halo7	1480675	halo7	GCF_001282785.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2835858	2835858	2015-08-17	2945	PRJEB9600	SAMEA3451356
Halanaeroarchaeum sulfurireducens		strain: M27-SA2	1604004	ASM130565v1	GCF_001305655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2129244	2253500	2015-10-02	2329	PRJNA284332	SAMN03701450
Halolamina pelagica		strain: CDK2	699431	Halpeg_cdk2_1	GCF_001307315.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2612990	2972542	2015-10-06	3363	PRJNA272888	SAMN03287580
Natronolimnobius baerhuensis JCM 12253 = CGMCC 1.3597		strain: JCM 12253	1295126	ASM131618v1	GCF_001316185.1	RefSeq		Contig	55157	3893062	2015-10-02		PRJDB831	SAMD00000517
Haloferax massiliensis		strain: Arc-Hr	1476858	PRJEB5949_assembly_1	GCF_001368915.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	244651	4015175	2015-04-22	4002	PRJEB5949	SAMEA3309464
Haloparvum sedimenti		strain: DYS4	1678448	HalopeDYS1.0	GCF_001462205.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	23164	3243052	2015-12-08	3413	PRJNA294239	SAMN04018174
Haloferax profundi		strain: SB29	1544718	ASM146986v1	GCF_001469865.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	16292	3830759	2015-12-18	4234	PRJNA305176	SAMN04318427
Haloferax marisrubri		strain: SB3	1544719	ASM146987v2	GCF_001469875.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	195812	3904985	2018-01-30	3975	PRJNA305177	SAMN04318428
Haloprofundus marisrubri		strain: SB9	1514971	ASM146995v1	GCF_001469955.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	415684	3929557	2015-12-18	4035	PRJNA305170	SAMN04318426
Haloferax sp. Q22		strain: Q22	1526048	ASM148228v1	GCF_001482285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	174301	3977555	2015-12-23	4097	PRJNA294240	SAMN04018175
Haloterrigena turkmenica		strain: WANU15	62320	ASM148312v1	GCF_001483125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline	Contig	15902	2950899	2015-12-29	3255	PRJNA297157	SAMN04115933
Halobacterium sp. CBA1132		strain: CBA1132	1765057	ASM148553v1	GCF_001485535.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2587453	3012807	2015-12-19	3260	PRJDB4411	SAMD00043969
Haloarcula sp. CBA1128		strain: CBA1128	1765056	ASM148555v1	GCF_001485555.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3047371	4184591	2015-12-23	4197	PRJDB4414	SAMD00043970
Haloarcula sp. CBA1127		strain: CBA1127	1765055	ASM148557v1	GCF_001485575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3121921	4359264	2015-12-19	4453	PRJDB4415	SAMD00043971
Halobacterium hubeiense		strain: JI20-1	1407499	Halobacterium hubeiense JI20-1	GCF_001488575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2510607	3130345	2015-12-17	3356	PRJEB4726	SAMEA3305703
Halorubrum aethiopicum		strain: SAH-A6	1758255	ASM154290v1	GCF_001542905.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3045622	3325770	2016-01-29	3326	PRJNA302707	SAMN04278861
Halalkalicoccus paucihalophilus		strain: DSM 24557	1008153	ASM159395v1	GCF_001593955.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	429101	3980410	2016-03-18	4109	PRJNA313152	SAMN04516086
Haladaptatus sp. R4		strain: R4	1679489	ASM162544v1	GCF_001625445.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	529312	4896694	2016-04-21	5226	PRJNA316929	SAMN04592497
Haloarcula sp. K1		strain: K1	1622207	ASM164715v1	GCF_001647155.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	347256	4331797	2016-04-30	4387	PRJNA308270	SAMN04390187
Haladaptatus sp. W1		strain: W1	1897478	ASM172315v1	GCF_001723155.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25785	5192569	2016-09-12	5742	PRJNA341487	SAMN05725119
Halodesulfurarchaeum formicicum		strain: HTSR1	1873524	ASM176731v1	GCF_001767315.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	1972283	1972283	2016-10-18	2088	PRJNA323694	SAMN05185403
Natrialba sp. SSL1		strain: SSL1	1869245	ASM186135v1	GCF_001861355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	292114	4580837	2016-11-02	4414	PRJNA327293	SAMN05328039
Halodesulfurarchaeum formicicum		strain: HSR6	1873524	ASM188695v1	GCF_001886955.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2085946	2085946	2016-11-28	2187	PRJNA328078	SAMN05363636
Salella cibi		strain: CBA1134	2487041	ASM195059v1	GCF_001950595.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2442322	2574365	2016-12-06	2763	PRJDB5200	SAMD00064366
Natrinema saccharevitans		strain: AB14	301967	ASM195374v1	GCF_001953745.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3473758	3980616	2017-01-18	4092	PRJNA318845	SAMN04868784
Natronorubrum daqingense		strain: JX313	588898	ASM197170v1	GCF_001971705.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3397437	3835796	2017-01-26	3788	PRJNA329170	SAMN05417698
Halorientalis sp. IM1011		strain: IM1011	1932360	ASM198961v1	GCF_001989615.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3381613	3778989	2017-02-07	3977	PRJNA360226	SAMN06205239
Halolamina sp. CBA1230		strain: CBA1230	1853690	ASM202525v2	GCF_002025255.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2904575	3465332	2020-06-24	3647	PRJNA378126	SAMN06480072
Halorubrum ezzemoulense DSM 17463		strain: DSM 17463	1121945	ASM211428v1	GCF_002114285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	40831	3603550	2017-04-28	3667	PRJNA383468	SAMN06765717
Halorubrum sp. SD612		strain: SD612	1855863	ASM213500v1	GCF_002135005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	17103	3308128	2017-05-12	3642	PRJNA383315	SAMN06761329
Halorubrum sp. SD683		strain: SD683	1855873	ASM213504v1	GCF_002135045.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	36838	3145993	2017-05-12	3301	PRJNA383329	SAMN06761387
Natrarchaeobaculum aegyptiacum		strain: JW/NM-HA 15	745377	ASM215670v1	GCF_002156705.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3930546	3930546	2017-05-23	3846	PRJNA376078	SAMN06349942
Natronolimnobius baerhuensis		strain: CGMCC 1.3597	253108	ASM217713v1	GCF_002177135.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1261254	3914301	2017-06-08	3887	PRJNA376655	SAMN06445343
Halorubrum lacusprofundi		strain: HLS1	2247	ASM221528v1	GCF_002215285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	155516	3278551	2017-07-06	3471	PRJNA343348	SAMN05786778
Halorubrum lacusprofundi		strain: DL18	2247	ASM221530v1	GCF_002215305.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	237458	3633750	2017-07-06	3722	PRJNA343348	SAMN05822533
Halorubrum ezzemoulense		strain: LD3	337243	ASM225272v1	GCF_002252725.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	34179	3702474	2017-08-15	3860	PRJNA232799	SAMN02716048
Halorubrum ezzemoulense		strain: LG1	337243	ASM225273v1	GCF_002252735.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	27299	4648045	2017-08-15	5236	PRJNA232799	SAMN02716049
Halorubrum sp. Ib24		strain: Ib24	1383850	ASM225274v1	GCF_002252745.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	109855	2970568	2017-08-15	2913	PRJNA232799	SAMN02716047
Halorubrum sp. Hd13		strain: Hd13	1480728	ASM225275v1	GCF_002252755.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	60845	3811317	2017-08-15	3790	PRJNA232799	SAMN02716046
Halorubrum ezzemoulense		strain: Ga36	337243	ASM225280v1	GCF_002252805.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	46755	3352959	2017-08-15	3473	PRJNA232799	SAMN02716045
Halorubrum ezzemoulense		strain: Ga2p	337243	ASM225281v1	GCF_002252815.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	74893	3346227	2017-08-15	3463	PRJNA232799	SAMN02716044
Halorubrum ezzemoulense		strain: G37	337243	ASM225283v1	GCF_002252835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	80060	3545716	2017-08-15	3626	PRJNA232799	SAMN02716043
Halorubrum ezzemoulense		strain: Fb21	337243	ASM225286v1	GCF_002252865.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	93959	2112399	2017-08-15	2139	PRJNA232799	SAMN02716042
Halorubrum ezzemoulense		strain: Ec15	337243	ASM225287v1	GCF_002252875.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	72506	3274958	2017-08-15	3290	PRJNA232799	SAMN02716041
Halorubrum sp. Eb13		strain: Eb13	1383843	ASM225289v1	GCF_002252895.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	50495	3626705	2017-08-15	3664	PRJNA232799	SAMN02716040
Halorubrum sp. Ea8		strain: Ea8	1383841	ASM225292v1	GCF_002252925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	51642	3742173	2017-08-15	3785	PRJNA232799	SAMN02716039
Halorubrum sp. Ea1		strain: Ea1	1480718	ASM225296v1	GCF_002252965.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	43842	3926731	2017-08-15	4003	PRJNA232799	SAMN02716038
Halorubrum halodurans		strain: Cb34	1383851	ASM225298v1	GCF_002252985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	42928	3320122	2017-08-15	3412	PRJNA232799	SAMN02716035
Halorubrum salipaludis		strain: WN019	2032630	ASM228698v1	GCF_002286985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	371683	3506649	2017-09-06	3435	PRJNA400731	SAMN07573028
Halopenitus persicus		strain: CBA1233	1048396	ASM235563v1	GCF_002355635.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2967917	3105937	2016-06-23	3073	PRJDB4920	SAMD00053810
Halorubrum trapanicum		strain: CBA1232	29284	ASM235565v1	GCF_002355655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2835595	3080199	2016-07-01	3057	PRJDB4921	SAMD00053811
Halorubrum ezzemoulense		strain: DSM 19316	337243	ASM237911v1	GCF_002379115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	86877	3665422	2017-09-27	3739	PRJNA383467	SAMN06765716
Natrinema ejinorense		strain: JCM 13890	373386	ASM249434v1	GCF_002494345.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3988345	4476324	2017-10-03	4456	PRJNA412437	SAMN07714153
Natrinema sp. CBA1119		strain: CBA1119	1608465	ASM257252v1	GCF_002572525.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	4087412	5058058	2017-10-17	5059	PRJNA412435	SAMN07714133
Halorubrum sp. C191		strain: C191	1383842	ASM272709v1	GCF_002727095.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	54858	3861102	2017-10-26	3994	PRJNA232799	SAMN02716032
Halorubrum persicum		strain: C49	1383844	ASM272712v1	GCF_002727125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	48231	3578349	2017-10-26	3616	PRJNA232799	SAMN02716034
Halohasta litchfieldiae		strain: tADL	1073996	ASM278821v1	GCF_002788215.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3332022	3332022	2017-11-20	3449	PRJNA53493	SAMN00117514
Halegenticoccus soli		strain: SYSU A9-0	1985678	ASM284419v1	GCF_002844195.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	549609	4615401	2017-12-15	4610	PRJNA406866	SAMN07633033
Haloarcula taiwanensis		strain: Taiwanensis	1932004	ASM284433v1	GCF_002844335.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2966258	3721706	2017-12-18	3807	PRJNA360060	SAMN06200074
Natronobacterium gregoryi SP2		strain: SP2	797304	ASM285545v1	GCF_002855455.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	68510	3695310	2018-01-03	3708	PRJNA423232	SAMN08213458
Salinigranum rubrum		strain: GX10	755307	ASM290657v1	GCF_002906575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4250563	4973118	2018-01-30	5069	PRJNA430969	SAMN08381148
Halalkaliarchaeum desulfuricum		strain: AArc-Sl	2055893	ASM295277v1	GCF_002952775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3313120	3313120	2018-02-01	3357	PRJNA419617	SAMN08093583
Halococcoides cellulosivorans		strain: HArcel1T	1679096	ASM305836v1	GCF_003058365.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2723120	2723120	2018-04-21	2689	PRJNA449302	SAMN08826612
Halorubrum sp. 48-1-W		strain: 48-1-W	2249761	ASM328735v1	GCF_003287355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	88082	3584929	2018-07-03	3565	PRJNA478008	SAMN09489299
halophilic archaeon		strain: H22	29295	ASM329846v1	GCF_003298465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	461931	5605381	2018-07-09	5549	PRJNA473899	SAMN09288189
Haloplanus salinus		strain: JCM 18368	1126245	ASM333624v1	GCF_003336245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2969394	3549098	2018-07-23	3694	PRJNA481615	SAMN09684816
Haloplanus rubicundus		strain: CBA1112	1547898	ASM334267v1	GCF_003342675.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3401387	3773640	2018-07-26	3948	PRJNA481590	SAMN09684735
Haloplanus rubicundus		strain: CBA1113	1547898	ASM334269v1	GCF_003342695.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3325235	3529327	2018-07-26	3695	PRJNA481607	SAMN09684805
Saliphagus sp. LR7		strain: LR7	2282654	ASM334456v1	GCF_003344565.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	214392	4606068	2018-07-27	4728	PRJNA482031	SAMN09694357
Halopelagius longus		strain: BC12-B1	1236180	ASM335106v1	GCF_003351065.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	197694	3878996	2018-07-31	3879	PRJNA482879	SAMN09717241
Halorussus rarus		strain: TBN4	660515	ASM336983v1	GCF_003369835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1580738	4372177	2018-08-10	4393	PRJNA482273	SAMN09702118
Halorussus litoreus		strain: HD8-51	1710536	ASM338268v1	GCF_003382685.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	71285	3838315	2018-08-10	3789	PRJNA477233	SAMN09463971
Haloferax sp. Atlit-19N		strain: Atlit-19N	2077201	ASM338298v1	GCF_003382985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	604493	4019651	2018-08-13	4109	PRJNA431124	SAMN08382979
Haloferax sp. Atlit-24N		strain: Atlit-24N	2077200	ASM338300v1	GCF_003383005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1113134	3884197	2018-08-13	3965	PRJNA431124	SAMN08382980
Haloferax sp. Atlit-48N		strain: Atlit-48N	2077198	ASM338301v1	GCF_003383015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	814938	3620173	2018-08-13	3663	PRJNA431124	SAMN08382982
Haloferax sp. Atlit-4N		strain: Atlit-4N	2077206	ASM338302v1	GCF_003383025.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	1263734	4176213	2018-08-13	4263	PRJNA431124	SAMN08382974
Haloferax sp. Atlit-47N		strain: Atlit-47N	2077199	ASM338306v1	GCF_003383065.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	729330	3813557	2018-08-13	3936	PRJNA431124	SAMN08382981
Haloferax sp. Atlit-16N		strain: Atlit-16N	2077202	ASM338308v1	GCF_003383085.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1343055	3938222	2018-08-13	4003	PRJNA431124	SAMN08382978
Haloferax sp. Atlit-12N		strain: Atlit-12N	2077203	ASM338309v1	GCF_003383095.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1233440	4012076	2018-08-13	4139	PRJNA431124	SAMN08382977
Haloferax sp. Atlit-6N		strain: Atlit-6N	2077205	ASM338319v1	GCF_003383195.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	621313	4366214	2018-08-13	4671	PRJNA431124	SAMN08382975
Natrarchaeobaculum sulfurireducens		strain: AArc-Mg	2044521	ASM343080v1	GCF_003430805.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3617932	3853425	2018-08-28	3843	PRJNA429548	SAMN08348520
Natrarchaeobaculum sulfurireducens		strain: AArc1	2044521	ASM343082v1	GCF_003430825.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3521804	3789323	2018-08-28	3740	PRJNA413731	SAMN07764453
Haloprofundus halophilus		strain: NK23	2283527	ASM343992v1	GCF_003439925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1898473	3473342	2018-08-31	3544	PRJNA482712	SAMN09711351
Haloferax sp. Atlit-10N		strain: Atlit-10N	2077204	ASM358632v1	GCF_003586325.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	442787	4261349	2018-08-13	4429	PRJNA431124	SAMN08382976
Halococcus sp. IIIV-5B		strain: IIIV-5B	2321230	ASM360203v1	GCF_003602035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	99920	3873359	2018-10-01	3975	PRJNA490534	SAMN10039696
Halonotius aquaticus		strain: F13-13	2216978	ASM360557v1	GCF_003605575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	196849	2468392	2018-10-02	2585	PRJNA474712	SAMN09370719
Halonotius pteroides		strain: CECT 7525	268735	ASM360563v1	GCF_003605635.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	110919	3009688	2018-10-02	3147	PRJNA477535	SAMN09473900
Halopiger aswanensis		strain: DSM 13151	148449	ASM361019v1	GCF_003610195.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	1426401	4865231	2018-10-02	4692	PRJNA303707	SAMN04488555
Haloarcula quadrata		strain: DSM 11927	182779	ASM363471v1	GCF_003634715.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3316360	4459149	2018-10-11	4655	PRJNA332792	SAMN05445701
Haloferax sp. Atlit-109R		strain: Atlit-109R	2282134	ASM366586v1	GCF_003665865.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1594290	3879374	2018-10-17	3960	PRJNA431124	SAMN09668324
Haloarcula sp. Atlit-120R		strain: Atlit-120R	2282135	ASM366588v1	GCF_003665885.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	885072	4191453	2018-10-17	4392	PRJNA431124	SAMN09668325
Haloferax sp. Atlit-105R		strain: Atlit-105R	2282133	ASM366590v1	GCF_003665905.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1113134	3888545	2018-10-17	3976	PRJNA431124	SAMN09668323
Halobellus sp. Atlit-38R		strain: Atlit-38R	2282131	ASM366592v1	GCF_003665925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	294952	3871390	2018-10-17	4103	PRJNA431124	SAMN09668321
Halobellus sp. Atlit-31R		strain: Atlit-31R	2282130	ASM366593v1	GCF_003665935.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	519666	3548073	2018-10-17	3923	PRJNA431124	SAMN09668320
Halorubrum sp. Atlit-28R		strain: Atlit-28R	2282129	ASM366595v1	GCF_003665955.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	330128	3506786	2018-10-17	3714	PRJNA431124	SAMN09668319
Haloarcula sp. Atlit-47R		strain: Atlit-47R	2282132	ASM366598v1	GCF_003665985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	890643	4133138	2018-10-17	4317	PRJNA431124	SAMN09668322
Halorubrum sp. Atlit-9R		strain: Atlit-9R	2282127	ASM366600v1	GCF_003666005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	418015	3909350	2018-10-17	4079	PRJNA431124	SAMN09668317
Halorubrum sp. Atlit-26R		strain: Atlit-26R	2282128	ASM366601v1	GCF_003666015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	181151	4140427	2018-10-17	4489	PRJNA431124	SAMN09668318
Halorubrum sp. Atlit-8R		strain: Atlit-8R	2282126	ASM366602v1	GCF_003666025.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	541462	3307149	2018-10-17	3424	PRJNA431124	SAMN09668316
Haloarcula sp. Atlit-7R		strain: Atlit-7R	2282125	ASM366606v1	GCF_003666065.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	343423	4544431	2018-10-17	4766	PRJNA431124	SAMN09668315
