	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
JAJCVI010000002.1_JAJCVI010000002.1_724	JAJCVI010000002.1	JAJCVI010000002.1	724	715183	716289	-1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01510.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_725	JAJCVI010000002.1	JAJCVI010000002.1	725	716410	716751	-1	D										Phosphoribosyl-ATP pyrophosphohydrolase [PF01503.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_726	JAJCVI010000002.1	JAJCVI010000002.1	726	716748	717197	-1	C	K08999	uncharacterized protein								Bifunctional nuclease domain [PF02577.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_727	JAJCVI010000002.1	JAJCVI010000002.1	727	717289	717888	-1	C	K08681	pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]	MER0001573	C26	MER0001573 - imidazoleglycerol-phosphate synthase ({Pyrococcus furiosus}) (Halomicrobium mukohataei) [C26.A32]#C26#{peptidase unit: 1-197}~source GEBA2500516896~	False	0.809	326.0	7.769e-101	SNO glutamine amidotransferase family [PF01174.22]; CobB/CobQ-like glutamine amidotransferase domain [PF07685.17]; Glutamine amidotransferase class-I [PF00117.31]; Biotin-protein ligase, N terminal [PF09825.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_728	JAJCVI010000002.1	JAJCVI010000002.1	728	717992	718153	-1	D										Sec61beta family [PF03911.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_729	JAJCVI010000002.1	JAJCVI010000002.1	729	718339	718608	1	D										Thioredoxin [PF00085.23]; Redoxin [PF08534.13]; Thioredoxin-like [PF13899.9]; Thioredoxin-like [PF13905.9]; Thioredoxin [PF14595.9]; F plasmid transfer operon protein [PF13728.9]; AhpC/TSA family [PF00578.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_730	JAJCVI010000002.1	JAJCVI010000002.1	730	718722	719390	-1	D										NADP oxidoreductase coenzyme F420-dependent [PF03807.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_731	JAJCVI010000002.1	JAJCVI010000002.1	731	719577	720422	1	D										Response regulator receiver domain [PF00072.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_732	JAJCVI010000002.1	JAJCVI010000002.1	732	720694	721143	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_733	JAJCVI010000002.1	JAJCVI010000002.1	733	721407	723437	1	C	K00555	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]								N2,N2-dimethylguanosine tRNA methyltransferase [PF02005.19]; Methyltransferase small domain [PF05175.17]; RNA methyltransferase [PF05971.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_734	JAJCVI010000002.1	JAJCVI010000002.1	734	723528	725021	1	C	K07058	membrane protein								Virulence factor BrkB [PF03631.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_735	JAJCVI010000002.1	JAJCVI010000002.1	735	725018	725878	1	D										PAP2 superfamily [PF01569.24]; PAP2 superfamily [PF14378.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_736	JAJCVI010000002.1	JAJCVI010000002.1	736	725974	727452	1	C	K01299	carboxypeptidase Taq [EC:3.4.17.19]	MER0295050	M32	MER0295050 - carboxypeptidase Taq (Haladaptatus paucihalophilus) [M32.001]#M32#{peptidase unit: 9-500}~source ZP_08044724~	True	0.678	664.0	3.469e-212	Carboxypeptidase Taq (M32) metallopeptidase [PF02074.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_737	JAJCVI010000002.1	JAJCVI010000002.1	737	727518	727805	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_738	JAJCVI010000002.1	JAJCVI010000002.1	738	727903	729138	-1	D										Response regulator receiver domain [PF00072.27]; PAS fold [PF08447.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_739	JAJCVI010000002.1	JAJCVI010000002.1	739	729208	729567	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_740	JAJCVI010000002.1	JAJCVI010000002.1	740	729677	731653	-1	C	K03499	trk/ktr system potassium uptake protein								TrkA-N domain [PF02254.21]; Sodium/hydrogen exchanger family [PF00999.24]; TrkA-C domain [PF02080.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_741	JAJCVI010000002.1	JAJCVI010000002.1	741	731914	733911	-1	C	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]								AMP-binding enzyme [PF00501.31]					0
JAJCVI010000002.1_JAJCVI010000002.1_742	JAJCVI010000002.1	JAJCVI010000002.1	742	734139	736124	-1	C	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]								AMP-binding enzyme [PF00501.31]					0
JAJCVI010000002.1_JAJCVI010000002.1_743	JAJCVI010000002.1	JAJCVI010000002.1	743	736302	738266	-1	C	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]								AMP-binding enzyme [PF00501.31]					0
JAJCVI010000002.1_JAJCVI010000002.1_744	JAJCVI010000002.1	JAJCVI010000002.1	744	738554	741352	-1	C	K03555	DNA mismatch repair protein MutS								MutS domain V [PF00488.24]; MutS domain III [PF05192.21]; MutS domain I [PF01624.23]; MutS domain II [PF05188.20]; MutS family domain IV [PF05190.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_745	JAJCVI010000002.1	JAJCVI010000002.1	745	741485	741679	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_746	JAJCVI010000002.1	JAJCVI010000002.1	746	741726	742316	1	D										Response regulator receiver domain [PF00072.27]; HalX domain [PF08663.13]					0
JAJCVI010000002.1_JAJCVI010000002.1_747	JAJCVI010000002.1	JAJCVI010000002.1	747	742338	743765	-1	C	K21219	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]								Phosphomethylpyrimidine kinase [PF08543.15]; Thiamine-phosphate synthase [PF10120.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_748	JAJCVI010000002.1	JAJCVI010000002.1	748	743841	744857	-1	C	K04655	hydrogenase expression/formation protein HypE								AIR synthase related protein, C-terminal domain [PF02769.25]; AIR synthase related protein, N-terminal domain [PF00586.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_749	JAJCVI010000002.1	JAJCVI010000002.1	749	745087	745740	1	D										GAF and HTH_10 associated domain [PF15915.8]; HTH DNA binding domain [PF04967.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_750	JAJCVI010000002.1	JAJCVI010000002.1	750	745791	746249	-1	C	K03741	arsenate reductase (thioredoxin) [EC:1.20.4.4]								Low molecular weight phosphotyrosine protein phosphatase [PF01451.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_751	JAJCVI010000002.1	JAJCVI010000002.1	751	746246	746641	-1	D										Helix-turn-helix domain [PF12840.10]; Bacterial regulatory protein, arsR family [PF01022.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_752	JAJCVI010000002.1	JAJCVI010000002.1	752	747181	748455	-1	C	K07496	putative transposase								Putative transposase DNA-binding domain [PF07282.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_753	JAJCVI010000002.1	JAJCVI010000002.1	753	748452	748832	-1	C	K07491	REP-associated tyrosine transposase								Transposase IS200 like [PF01797.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_754	JAJCVI010000002.1	JAJCVI010000002.1	754	749045	749530	-1	C	K07005	uncharacterized protein								Pyridoxamine 5'-phosphate oxidase [PF12900.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_755	JAJCVI010000002.1	JAJCVI010000002.1	755	749717	750853	-1	C	K01647	citrate synthase [EC:2.3.3.1]								Citrate synthase, C-terminal domain [PF00285.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_756	JAJCVI010000002.1	JAJCVI010000002.1	756	751023	752339	1	D										TrkA-C domain [PF02080.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_757	JAJCVI010000002.1	JAJCVI010000002.1	757	752414	753379	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_758	JAJCVI010000002.1	JAJCVI010000002.1	758	753522	754478	1	C	K06987	uncharacterized protein								Succinylglutamate desuccinylase / Aspartoacylase family [PF04952.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_759	JAJCVI010000002.1	JAJCVI010000002.1	759	754481	755605	1	C	K01733	threonine synthase [EC:4.2.3.1]								Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_760	JAJCVI010000002.1	JAJCVI010000002.1	760	755646	756176	1	D										NUDIX domain [PF00293.31]					0
JAJCVI010000002.1_JAJCVI010000002.1_761	JAJCVI010000002.1	JAJCVI010000002.1	761	756240	756569	1	D										TfoX N-terminal domain [PF04993.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_762	JAJCVI010000002.1	JAJCVI010000002.1	762	756597	757919	-1	C	K06932	tRNA(Ile2)-agmatinylcytidine synthase [EC:6.3.4.22]								Domain of unknown function (DUF1743) [PF08489.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_763	JAJCVI010000002.1	JAJCVI010000002.1	763	758103	759086	1	C	K07728	putative transcriptional regulator								Helix-turn-helix [PF01381.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_764	JAJCVI010000002.1	JAJCVI010000002.1	764	759198	759452	-1	D										Glutathione S-transferase, N-terminal domain [PF13417.9]; Glutaredoxin [PF00462.27]; Glutathione S-transferase, N-terminal domain [PF13409.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_765	JAJCVI010000002.1	JAJCVI010000002.1	765	759557	760981	-1	D										Arylsulfotransferase (ASST) [PF14269.9]; Arylsulfotransferase (ASST) [PF05935.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_766	JAJCVI010000002.1	JAJCVI010000002.1	766	761066	762502	-1	C	K06901	adenine/guanine/hypoxanthine permease								Permease family [PF00860.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_767	JAJCVI010000002.1	JAJCVI010000002.1	767	762753	763502	-1	C	K09166	uncharacterized protein								Uncharacterized conserved protein (COG2071) [PF09844.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_768	JAJCVI010000002.1	JAJCVI010000002.1	768	763598	765583	1	C	K03726	ATP-dependent DNA helicase [EC:5.6.2.4]								DEAD/DEAH box helicase [PF00270.32]; Helicase conserved C-terminal domain [PF00271.34]; Helix-turn-helix domain [PF20470.1]; Type III restriction enzyme, res subunit [PF04851.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_769	JAJCVI010000002.1	JAJCVI010000002.1	769	765620	766330	-1	D										Phosphoribosyl transferase domain [PF00156.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_770	JAJCVI010000002.1	JAJCVI010000002.1	770	766433	766717	-1	E															0
