V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ORF
WP_175417072.1,1374,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,22,44,-,-,-,ORF6
WP_175417072.1,1374,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",105,124,-,-,-,ORF6
WP_175417072.1,1374,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,400,526,5.89E-13,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_175417072.1,1374,Pfam,PF13360,PQQ-like domain,296,419,2.5E-21,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_175417072.1,1374,Pfam,PF13360,PQQ-like domain,159,283,1.3E-21,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_175417072.1,1374,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,125,143,-,-,-,ORF6
WP_175417072.1,1374,SUPERFAMILY,SSF49464,Carboxypeptidase regulatory domain-like,518,554,275,IPR008969,"Carboxypeptidase-like, regulatory domain superfamily",ORF6
WP_175417072.1,1374,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,56,78,-,-,-,ORF6
WP_175417072.1,1374,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",43,53,-,-,-,ORF6
WP_175417072.1,1374,SMART,SM00564,ire1_9,404,439,52,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_175417072.1,1374,SMART,SM00564,ire1_9,323,354,3,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_175417072.1,1374,SMART,SM00564,ire1_9,160,192,38,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_175417072.1,1374,SMART,SM00564,ire1_9,447,477,4,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_175417072.1,1374,SMART,SM00564,ire1_9,363,394,12,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_175417072.1,1374,SMART,SM00564,ire1_9,202,233,86,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_175417072.1,1374,SMART,SM00564,ire1_9,242,273,22,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_175417072.1,1374,SMART,SM00564,ire1_9,282,314,5,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_175417072.1,1374,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,54,76,-,-,-,ORF6
WP_175417072.1,1374,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,125,147,-,-,-,ORF6
WP_175417072.1,1374,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",144,1374,-,-,-,ORF6
WP_175417072.1,1374,Coils,Coil,Coil,873,893,-,-,-,ORF6
APX98552.1,1148,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",54,1148,-,-,-,ORF6
APX98552.1,1148,MobiDBLite,mobidb-lite,consensus disorder prediction,129,156,-,-,-,ORF6
APX98552.1,1148,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,30,41,-,-,-,ORF6
APX98552.1,1148,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,29,-,-,-,ORF6
APX98552.1,1148,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1120,1142,-,-,-,ORF6
APX98552.1,1148,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,30,52,-,-,-,ORF6
APX98552.1,1148,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,51,-,-,-,ORF6
APX98552.1,1148,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,53,-,-,-,ORF6
APX98552.1,1148,Coils,Coil,Coil,306,333,-,-,-,ORF6
APX98552.1,1148,Coils,Coil,Coil,538,558,-,-,-,ORF6
APX98552.1,1148,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,42,53,-,-,-,ORF6
WP_226043421.1,784,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,746,-,-,-,ORF6
WP_226043421.1,784,Coils,Coil,Coil,280,307,-,-,-,ORF6
WP_226043421.1,784,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,747,768,-,-,-,ORF6
WP_226043421.1,784,Coils,Coil,Coil,151,171,-,-,-,ORF6
WP_226043421.1,784,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,746,768,-,-,-,ORF6
WP_226043421.1,784,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",769,784,-,-,-,ORF6
WP_006665474.1,682,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,656,674,-,-,-,ORF6
WP_006665474.1,682,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,655,-,-,-,ORF6
WP_006665474.1,682,MobiDBLite,mobidb-lite,consensus disorder prediction,11,25,-,-,-,ORF6
WP_006665474.1,682,MobiDBLite,mobidb-lite,consensus disorder prediction,1,26,-,-,-,ORF6
WP_006665474.1,682,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,652,674,-,-,-,ORF6
WP_006665474.1,682,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",675,682,-,-,-,ORF6
WP_006665474.1,682,Coils,Coil,Coil,199,223,-,-,-,ORF6
WP_276257149.1,864,Coils,Coil,Coil,60,80,-,-,-,ORF6
WP_245724312.1,1110,Coils,Coil,Coil,301,328,-,-,-,ORF6
WP_245724312.1,1110,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,31,53,-,-,-,ORF6
WP_245724312.1,1110,MobiDBLite,mobidb-lite,consensus disorder prediction,1,22,-,-,-,ORF6
WP_245724312.1,1110,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1105,1110,-,-,-,ORF6
WP_245724312.1,1110,MobiDBLite,mobidb-lite,consensus disorder prediction,66,86,-,-,-,ORF6
WP_245724312.1,1110,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1078,1104,-,-,-,ORF6
WP_245724312.1,1110,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1082,1104,-,-,-,ORF6
WP_245724312.1,1110,MobiDBLite,mobidb-lite,consensus disorder prediction,1,19,-,-,-,ORF6
WP_245724312.1,1110,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,30,-,-,-,ORF6
WP_245724312.1,1110,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,31,53,-,-,-,ORF6
WP_245724312.1,1110,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",54,1077,-,-,-,ORF6
WP_245724312.1,1110,MobiDBLite,mobidb-lite,consensus disorder prediction,66,84,-,-,-,ORF6
WP_013876082.1,1115,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1109,1115,-,-,-,ORF6
WP_013876082.1,1115,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,38,55,-,-,-,ORF6
WP_013876082.1,1115,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,26,37,-,-,-,ORF6
WP_013876082.1,1115,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1085,1108,-,-,-,ORF6
WP_013876082.1,1115,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,26,48,-,-,-,ORF6
WP_013876082.1,1115,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,55,-,-,-,ORF6
WP_013876082.1,1115,Coils,Coil,Coil,624,644,-,-,-,ORF6
WP_013876082.1,1115,Coils,Coil,Coil,497,517,-,-,-,ORF6
WP_013876082.1,1115,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1085,1107,-,-,-,ORF6
WP_013876082.1,1115,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,25,-,-,-,ORF6
WP_013876082.1,1115,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,46,-,-,-,ORF6
WP_013876082.1,1115,Coils,Coil,Coil,300,320,-,-,-,ORF6
WP_013876082.1,1115,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",56,1084,-,-,-,ORF6
WP_083687816.1,980,Coils,Coil,Coil,370,390,-,-,-,ORF6
WP_083687816.1,980,Coils,Coil,Coil,138,165,-,-,-,ORF6
WP_083687816.1,980,MobiDBLite,mobidb-lite,consensus disorder prediction,28,48,-,-,-,ORF6
WP_083687816.1,980,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,952,974,-,-,-,ORF6
WP_006430204.1,878,Coils,Coil,Coil,377,397,-,-,-,ORF6
WP_006430204.1,878,Coils,Coil,Coil,249,269,-,-,-,ORF6
WP_006430204.1,878,MobiDBLite,mobidb-lite,consensus disorder prediction,50,67,-,-,-,ORF6
WP_006430204.1,878,MobiDBLite,mobidb-lite,consensus disorder prediction,1,47,-,-,-,ORF6
WP_006430204.1,878,MobiDBLite,mobidb-lite,consensus disorder prediction,667,690,-,-,-,ORF6
WP_006430204.1,878,MobiDBLite,mobidb-lite,consensus disorder prediction,1,76,-,-,-,ORF6
WP_049967299.1,871,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,841,-,-,-,ORF6
WP_049967299.1,871,Coils,Coil,Coil,239,259,-,-,-,ORF6
WP_049967299.1,871,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,842,864,-,-,-,ORF6
WP_049967299.1,871,MobiDBLite,mobidb-lite,consensus disorder prediction,454,475,-,-,-,ORF6
WP_049967299.1,871,MobiDBLite,mobidb-lite,consensus disorder prediction,458,473,-,-,-,ORF6
WP_049967299.1,871,MobiDBLite,mobidb-lite,consensus disorder prediction,1,30,-,-,-,ORF6
WP_049967299.1,871,MobiDBLite,mobidb-lite,consensus disorder prediction,10,30,-,-,-,ORF6
WP_049967299.1,871,MobiDBLite,mobidb-lite,consensus disorder prediction,670,689,-,-,-,ORF6
WP_049967299.1,871,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,842,864,-,-,-,ORF6
WP_049967299.1,871,MobiDBLite,mobidb-lite,consensus disorder prediction,674,689,-,-,-,ORF6
WP_049967299.1,871,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",865,871,-,-,-,ORF6
WP_049967299.1,871,Coils,Coil,Coil,371,398,-,-,-,ORF6
WP_206537188.1,1060,Coils,Coil,Coil,575,598,-,-,-,ORF6
WP_206537188.1,1060,Coils,Coil,Coil,254,278,-,-,-,ORF6
WP_206537188.1,1060,Coils,Coil,Coil,444,464,-,-,-,ORF6
WP_206537188.1,1060,Gene3D,G3DSA:2.60.120.260,-,21,152,7,-,-,ORF6
QCC57287.1,1304,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1275,1294,-,-,-,ORF6
QCC57287.1,1304,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",78,1274,-,-,-,ORF6
QCC57287.1,1304,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1295,1304,-,-,-,ORF6
QCC57287.1,1304,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,12,33,-,-,-,ORF6
QCC57287.1,1304,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,10,32,-,-,-,ORF6
QCC57287.1,1304,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,149,424,2.38E-74,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
QCC57287.1,1304,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,57,77,-,-,-,ORF6
QCC57287.1,1304,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",34,56,-,-,-,ORF6
QCC57287.1,1304,Gene3D,G3DSA:2.130.10.10,-,199,318,1.3E-41,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
QCC57287.1,1304,Gene3D,G3DSA:2.130.10.10,-,319,475,1.1E-33,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
QCC57287.1,1304,Gene3D,G3DSA:2.130.10.10,-,90,198,1.4E-27,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
QCC57287.1,1304,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1275,1294,-,-,-,ORF6
QCC57287.1,1304,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,11,-,-,-,ORF6
QCC57287.1,1304,PANTHER,PTHR34512,CELL SURFACE PROTEIN,200,438,7.2E-57,-,-,ORF6
QCC57287.1,1304,SMART,SM00564,ire1_9,201,233,5,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCC57287.1,1304,SMART,SM00564,ire1_9,362,394,73,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCC57287.1,1304,SMART,SM00564,ire1_9,281,313,2,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCC57287.1,1304,SMART,SM00564,ire1_9,241,273,8.2E-10,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCC57287.1,1304,SMART,SM00564,ire1_9,403,439,7.6,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCC57287.1,1304,SMART,SM00564,ire1_9,161,193,2,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCC57287.1,1304,SMART,SM00564,ire1_9,121,152,38,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCC57287.1,1304,SMART,SM00564,ire1_9,323,354,11,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCC57287.1,1304,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,53,75,-,-,-,ORF6
QCC57287.1,1304,Pfam,PF01011,PQQ enzyme repeat,368,403,18,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
QCC57287.1,1304,Pfam,PF13360,PQQ-like domain,98,193,3.3E-14,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
QCC57287.1,1304,Pfam,PF13360,PQQ-like domain,201,351,2.5E-28,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_083687828.1,1260,ProSiteProfiles,PS50294,Trp-Asp (WD) repeats circular profile.,175,211,8.676.514,-,-,ORF6
WP_083687828.1,1260,CDD,cd00200,WD40,108,371,"1,43E-45",-,-,ORF6
WP_083687828.1,1260,MobiDBLite,mobidb-lite,consensus disorder prediction,968,1029,-,-,-,ORF6
WP_083687828.1,1260,MobiDBLite,mobidb-lite,consensus disorder prediction,133,153,-,-,-,ORF6
WP_083687828.1,1260,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,300,341,8.503.359,IPR001680,WD40 repeat,ORF6
WP_083687828.1,1260,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,106,395,3.92E-80,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_083687828.1,1260,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1230,1252,-,-,-,ORF6
WP_083687828.1,1260,MobiDBLite,mobidb-lite,consensus disorder prediction,996,1029,-,-,-,ORF6
WP_083687828.1,1260,Pfam,PF01011,PQQ enzyme repeat,234,265,84,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_083687828.1,1260,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,20,42,-,-,-,ORF6
WP_083687828.1,1260,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,133,174,10.107.432,IPR001680,WD40 repeat,ORF6
WP_083687828.1,1260,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,28,39,-,-,-,ORF6
WP_083687828.1,1260,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,39,-,-,-,ORF6
WP_083687828.1,1260,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,16,-,-,-,ORF6
WP_083687828.1,1260,SMART,SM00320,WD40_4,335,374,29,IPR001680,WD40 repeat,ORF6
WP_083687828.1,1260,SMART,SM00320,WD40_4,252,"2,90E+02",180,IPR001680,WD40 repeat,ORF6
WP_083687828.1,1260,SMART,SM00320,WD40_4,293,332,12,IPR001680,WD40 repeat,ORF6
WP_083687828.1,1260,SMART,SM00320,WD40_4,210,249,93,IPR001680,WD40 repeat,ORF6
WP_083687828.1,1260,SMART,SM00320,WD40_4,168,207,32,IPR001680,WD40 repeat,ORF6
WP_083687828.1,1260,SMART,SM00320,WD40_4,126,165,32,IPR001680,WD40 repeat,ORF6
WP_083687828.1,1260,Coils,Coil,Coil,434,458,-,-,-,ORF6
WP_083687828.1,1260,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1254,1260,-,-,-,ORF6
WP_083687828.1,1260,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,17,27,-,-,-,ORF6
WP_083687828.1,1260,SMART,SM00564,ire1_9,102,134,57,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_083687828.1,1260,SMART,SM00564,ire1_9,269,301,88,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_083687828.1,1260,SMART,SM00564,ire1_9,145,176,71,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_083687828.1,1260,SMART,SM00564,ire1_9,354,385,42,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_083687828.1,1260,SMART,SM00564,ire1_9,187,218,51,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_083687828.1,1260,SMART,SM00564,ire1_9,227,260,14,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_083687828.1,1260,SMART,SM00564,ire1_9,312,343,6,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_083687828.1,1260,Coils,Coil,Coil,780,800,-,-,-,ORF6
WP_083687828.1,1260,Pfam,PF13360,PQQ-like domain,283,425,"2,00E-15",IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_083687828.1,1260,Pfam,PF13360,PQQ-like domain,96,219,"1,00E-19",IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_083687828.1,1260,PANTHER,PTHR19848,WD40 REPEAT PROTEIN,221,397,1.3E-46,-,-,ORF6
WP_083687828.1,1260,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,39,-,-,-,ORF6
WP_083687828.1,1260,Gene3D,G3DSA:2.130.10.10,-,264,429,1.2E-27,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_083687828.1,1260,Coils,Coil,Coil,628,648,-,-,-,ORF6
WP_083687828.1,1260,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1232,1253,-,-,-,ORF6
WP_083687828.1,1260,Gene3D,G3DSA:2.130.10.10,-,46,263,2.1E-39,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_083687828.1,1260,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,175,216,1.107.656,IPR001680,WD40 repeat,ORF6
WP_083687828.1,1260,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",40,1231,-,-,-,ORF6
WP_083687828.1,1260,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,342,383,8.971.213,IPR001680,WD40 repeat,ORF6
WP_083687828.1,1260,MobiDBLite,mobidb-lite,consensus disorder prediction,172,200,-,-,-,ORF6
WP_083687828.1,1260,MobiDBLite,mobidb-lite,consensus disorder prediction,74,106,-,-,-,ORF6
APX98747.1,1233,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,1204,-,-,-,ORF6
APX98747.1,1233,MobiDBLite,mobidb-lite,consensus disorder prediction,41,79,-,-,-,ORF6
APX98747.1,1233,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,148,189,1.107.656,IPR001680,WD40 repeat,ORF6
APX98747.1,1233,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,273,314,8.503.359,IPR001680,WD40 repeat,ORF6
